0 	 1637
1 	 1628
2 	 1626
3 	 1625
4 	 1624
5 	 1623
6 	 1622
7 	 1622
8 	 1621
9 	 1621
10 	 1620
11 	 1620
12 	 1619
13 	 1619
14 	 1618
15 	 1618
16 	 1617
17 	 1617
18 	 1616
19 	 1616
20 	 1615
21 	 1614
22 	 1614
23 	 1613
24 	 1613
25 	 1612
26 	 1612
27 	 1611
28 	 1611
29 	 1610
30 	 1610
31 	 1609
32 	 1609
33 	 1608
34 	 1608
35 	 1607
36 	 1607
37 	 1606
38 	 1606
39 	 1605
40 	 1605
41 	 1604
42 	 1604
43 	 1603
44 	 1602
45 	 1602
46 	 1601
47 	 1601
48 	 1600
49 	 1600
50 	 1599
51 	 1599
52 	 1598
53 	 1598
54 	 1597
55 	 1597
56 	 1596
57 	 1596
58 	 1595
59 	 1595
60 	 1594
61 	 1594
62 	 1593
63 	 1593
64 	 1592
65 	 1592
66 	 1591
67 	 1591
68 	 1590
69 	 1590
70 	 1589
71 	 1589
72 	 1588
73 	 1588
74 	 1587
75 	 1587
76 	 1586
77 	 1585
78 	 1585
79 	 1584
80 	 1584
81 	 1583
82 	 1583
83 	 1582
84 	 1582
85 	 1581
86 	 1581
87 	 1580
88 	 1580
89 	 1579
90 	 1579
91 	 1578
92 	 1578
93 	 1577
94 	 1577
95 	 1576
96 	 1576
97 	 1575
98 	 1575
99 	 1573
100 	 1572
101 	 1572
102 	 1571
103 	 1571
104 	 1570
105 	 1570
106 	 1569
107 	 1569
108 	 1568
109 	 1568
110 	 1567
111 	 1567
112 	 1566
113 	 1566
114 	 1564
115 	 1564
116 	 1563
117 	 1563
118 	 1562
119 	 1562
120 	 1561
121 	 1561
122 	 1560
123 	 1560
124 	 1559
125 	 1559
126 	 1558
127 	 1558
128 	 1557
129 	 1556
130 	 1556
131 	 1555
132 	 1555
133 	 1554
134 	 1554
135 	 1553
136 	 1553
137 	 1552
138 	 1552
139 	 1551
140 	 1551
141 	 1550
142 	 1550
143 	 1549
144 	 1549
145 	 1548
146 	 1548
147 	 1547
148 	 1547
149 	 1546
150 	 1546
151 	 1545
152 	 1545
153 	 1544
154 	 1544
155 	 1543
156 	 1543
157 	 1542
158 	 1542
159 	 1541
160 	 1541
161 	 1539
162 	 1538
163 	 1538
164 	 1536
165 	 1536
166 	 1535
167 	 1535
168 	 1534
169 	 1534
170 	 1532
171 	 1532
172 	 1531
173 	 1531
174 	 1530
175 	 1530
176 	 1529
177 	 1529
178 	 1528
179 	 1528
180 	 1527
180	1527
